Siruta,Localitate,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_,
143502,Poplaca,0.27225,0.27225,0.9075,0.9075,3.63,0.1815,0.27225,0.9075,
143520,Rasinari,0.86295,0.86295,2.8765,2.8765,11.506,0.5753,0.86295,2.8765,
143557,Selimbar,1.38795,1.38795,4.6265,4.6265,18.506,0.9253,1.38795,4.6265,
143619,Municipiul Medias,8.79105,8.79105,29.3035,29.3035,117.214,5.8607,8.79105,29.3035,
143646,Tarnava,0.5049,0.5049,1.683,1.683,6.732,0.3366,0.5049,1.683,
143682,Oras Agnita,1.8117,1.8117,6.039,6.039,24.156,1.2078,1.8117,6.039,
143735,Oras Cisnadie,2.90025,2.90025,9.6675,9.6675,38.67,1.9335,2.90025,9.6675,
143771,Oras Copsa Mica,0.91005,0.91005,3.0335,3.0335,12.134,0.6067,0.91005,3.0335,
143806,Oras Dumbraveni,1.30275,1.30275,4.3425,4.3425,17.37,0.8685,1.30275,4.3425,
143851,Oras Ocna Sibiului,0.6498,0.6498,2.166,2.166,8.664,0.4332,0.6498,2.166,
143888,Altina,0.2775,0.2775,0.925,0.925,3.7,0.185,0.2775,0.925,
143922,Apoldu De Jos,0.1983,0.1983,0.661,0.661,2.644,0.1322,0.1983,0.661,
143959,Arpasu De Jos,0.4263,0.4263,1.421,1.421,5.684,0.2842,0.4263,1.421,
143995,Atel,0.25545,0.25545,0.8515,0.8515,3.406,0.1703,0.25545,0.8515,
144054,Oras Avrig,2.3511,2.3511,7.837,7.837,31.348,1.5674,2.3511,7.837,
144116,Axente Sever,0.64695,0.64695,2.1565,2.1565,8.626,0.4313,0.64695,2.1565,
144152,Bazna,0.636,0.636,2.12,2.12,8.48,0.424,0.636,2.12,
144198,Biertan,0.4644,0.4644,1.548,1.548,6.192,0.3096,0.4644,1.548,
144232,Barghis,0.3357,0.3357,1.119,1.119,4.476,0.2238,0.3357,1.119,
144303,Blajel,0.36405,0.36405,1.2135,1.2135,4.854,0.2427,0.36405,1.2135,
144349,Brateiu,0.60465,0.60465,2.0155,2.0155,8.062,0.4031,0.60465,2.0155,
144376,Bradeni,0.2457,0.2457,0.819,0.819,3.276,0.1638,0.2457,0.819,
144410,Bruiu,0.13905,0.13905,0.4635,0.4635,1.854,0.0927,0.13905,0.4635,
144456,Chirpar,0.28635,0.28635,0.9545,0.9545,3.818,0.1909,0.28635,0.9545,
144508,Carta,0.174,0.174,0.58,0.58,2.32,0.116,0.174,0.58,
144535,Cartisoara,0.1992,0.1992,0.664,0.664,2.656,0.1328,0.1992,0.664,
144553,Darlos,0.5349,0.5349,1.783,1.783,7.132,0.3566,0.5349,1.783,
144599,Gura Raului,0.5601,0.5601,1.867,1.867,7.468,0.3734,0.5601,1.867,
144615,Hoghilag,0.36435,0.36435,1.2145,1.2145,4.858,0.2429,0.36435,1.2145,
144651,Iacobeni,0.50265,0.50265,1.6755,1.6755,6.702,0.3351,0.50265,1.6755,
144713,Jina,0.5988,0.5988,1.996,1.996,7.984,0.3992,0.5988,1.996,
144731,Laslea,0.62745,0.62745,2.0915,2.0915,8.366,0.4183,0.62745,2.0915,
144795,Loamnes,0.438,0.438,1.46,1.46,5.84,0.292,0.438,1.46,
144866,Ludos,0.1119,0.1119,0.373,0.373,1.492,0.0746,0.1119,0.373,
144893,Marpod,0.13935,0.13935,0.4645,0.4645,1.858,0.0929,0.13935,0.4645,
144928,Oras Miercurea Sibiului,0.7221,0.7221,2.407,2.407,9.628,0.4814,0.7221,2.407,
144964,Merghindeal,0.23715,0.23715,0.7905,0.7905,3.162,0.1581,0.23715,0.7905,
144991,Micasasa,0.33645,0.33645,1.1215,1.1215,4.486,0.2243,0.33645,1.1215,
145042,Mihaileni,0.16665,0.16665,0.5555,0.5555,2.222,0.1111,0.16665,0.5555,
145104,Mosna,0.5562,0.5562,1.854,1.854,7.416,0.3708,0.5562,1.854,
145140,Nocrich,0.5004,0.5004,1.668,1.668,6.672,0.3336,0.5004,1.668,
145202,Orlat,0.5001,0.5001,1.667,1.667,6.668,0.3334,0.5001,1.667,
145220,Pauca,0.3141,0.3141,1.047,1.047,4.188,0.2094,0.3141,1.047,
145275,Poiana Sibiului,0.33735,0.33735,1.1245,1.1245,4.498,0.2249,0.33735,1.1245,
145293,Porumbacu De Jos,0.4875,0.4875,1.625,1.625,6.5,0.325,0.4875,1.625,
145355,Racovita,0.4437,0.4437,1.479,1.479,5.916,0.2958,0.4437,1.479,
145382,Rau Sadului,0.09165,0.09165,0.3055,0.3055,1.222,0.0611,0.09165,0.3055,
145408,Rosia,0.86565,0.86565,2.8855,2.8855,11.542,0.5771,0.86565,2.8855,
145471,Sadu,0.3822,0.3822,1.274,1.274,5.096,0.2548,0.3822,1.274,
145499,Oras Saliste,0.89085,0.89085,2.9695,2.9695,11.878,0.5939,0.89085,2.9695,
145603,Slimnic,0.5886,0.5886,1.962,1.962,7.848,0.3924,0.5886,1.962,
145667,Seica Mare,0.714,0.714,2.38,2.38,9.52,0.476,0.714,2.38,
145738,Seica Mica,0.27795,0.27795,0.9265,0.9265,3.706,0.1853,0.27795,0.9265,
145765,Sura Mare,0.68475,0.68475,2.2825,2.2825,9.13,0.4565,0.68475,2.2825,
145792,Sura Mica,0.4572,0.4572,1.524,1.524,6.096,0.3048,0.4572,1.524,
145827,Oras Talmaciu,1.2255,1.2255,4.085,4.085,16.34,0.817,1.2255,4.085,
145907,Tilisca,0.22635,0.22635,0.7545,0.7545,3.018,0.1509,0.22635,0.7545,
145934,Turnu Rosu,0.36345,0.36345,1.2115,1.2115,4.846,0.2423,0.36345,1.2115,
145961,Valea Viilor,0.3381,0.3381,1.127,1.127,4.508,0.2254,0.3381,1.127,
145998,Vurpar,0.43275,0.43275,1.4425,1.4425,5.77,0.2885,0.43275,1.4425,
146012,Alma,0.2973,0.2973,0.991,0.991,3.964,0.1982,0.2973,0.991,
146021,Boita,0.25215,0.25215,0.8405,0.8405,3.362,0.1681,0.25215,0.8405,
146263,Municipiul Suceava,17.4999,17.4999,58.333,58.333,233.332,11.6666,17.4999,58.333,
146281,Ipotesti,1.0863,1.0863,3.621,3.621,14.484,0.7242,1.0863,3.621,
146325,Mitocu Dragomirnei,0.77175,0.77175,2.5725,2.5725,10.29,0.5145,0.77175,2.5725,
146370,Oras Salcea,1.57335,1.57335,5.2445,5.2445,20.978,1.0489,1.57335,5.2445,
146432,Scheia,1.6437,1.6437,5.479,5.479,21.916,1.0958,1.6437,5.479,
146502,Municipiul Campulung Moldovenesc,3.0237,3.0237,10.079,10.079,40.316,2.0158,3.0237,10.079,
146539,Municipiul Falticeni,4.7418,4.7418,15.806,15.806,63.224,3.1612,4.7418,15.806,
146584,Oras Gura Humorului,2.5611,2.5611,8.537,8.537,34.148,1.7074,2.5611,8.537,
146628,Municipiul Radauti,4.98405,4.98405,16.6135,16.6135,66.454,3.3227,4.98405,16.6135,
146655,Oras Siret,1.4598,1.4598,4.866,4.866,19.464,0.9732,1.4598,4.866,
146708,Oras Solca,0.3945,0.3945,1.315,1.315,5.26,0.263,0.3945,1.315,
146744,Municipiul Vatra Dornei,2.5779,2.5779,8.593,8.593,34.372,1.7186,2.5779,8.593,
146799,Adancata,0.65325,0.65325,2.1775,2.1775,8.71,0.4355,0.65325,2.1775,
146860,Arbore,1.13325,1.13325,3.7775,3.7775,15.11,0.7555,1.13325,3.7775,
146904,Baia,1.12275,1.12275,3.7425,3.7425,14.97,0.7485,1.12275,3.7425,
146931,Oras Milisauti,0.8199,0.8199,2.733,2.733,10.932,0.5466,0.8199,2.733,
146995,Balcauti,0.47535,0.47535,1.5845,1.5845,6.338,0.3169,0.47535,1.5845,
147036,Bilca,0.58335,0.58335,1.9445,1.9445,7.778,0.3889,0.58335,1.9445,
147054,Bogdanesti,0.62385,0.62385,2.0795,2.0795,8.318,0.4159,0.62385,2.0795,
147072,Boroaia,0.7191,0.7191,2.397,2.397,9.588,0.4794,0.7191,2.397,
147134,Bosanci,1.16925,1.16925,3.8975,3.8975,15.59,0.7795,1.16925,3.8975,
147161,Botosana,0.3933,0.3933,1.311,1.311,5.244,0.2622,0.3933,1.311,
147205,Breaza,0.24105,0.24105,0.8035,0.8035,3.214,0.1607,0.24105,0.8035,
147241,Brodina,0.5976,0.5976,1.992,1.992,7.968,0.3984,0.5976,1.992,
147358,Oras Brosteni,0.97635,0.97635,3.2545,3.2545,13.018,0.6509,0.97635,3.2545,
147465,Bunesti,0.41535,0.41535,1.3845,1.3845,5.538,0.2769,0.41535,1.3845,
147526,Cacica,0.6591,0.6591,2.197,2.197,8.788,0.4394,0.6591,2.197,
147580,Calafindesti,0.4473,0.4473,1.491,1.491,5.964,0.2982,0.4473,1.491,
147633,Oras Cajvana,1.42065,1.42065,4.7355,4.7355,18.942,0.9471,1.42065,4.7355,
147660,Ilisesti,0.43605,0.43605,1.4535,1.4535,5.814,0.2907,0.43605,1.4535,
147713,Carlibaba,0.29025,0.29025,0.9675,0.9675,3.87,0.1935,0.29025,0.9675,
147786,Cornu Luncii,1.10835,1.10835,3.6945,3.6945,14.778,0.7389,1.10835,3.6945,
147884,Crucea,0.31515,0.31515,1.0505,1.0505,4.202,0.2101,0.31515,1.0505,
147937,Darmanesti,0.88455,0.88455,2.9485,2.9485,11.794,0.5897,0.88455,2.9485,
148006,Oras Dolhasca,1.71975,1.71975,5.7325,5.7325,22.93,1.1465,1.71975,5.7325,
148097,Dolhesti,0.57555,0.57555,1.9185,1.9185,7.674,0.3837,0.57555,1.9185,
148131,Dorna-Arini,0.43695,0.43695,1.4565,1.4565,5.826,0.2913,0.43695,1.4565,
148202,Dorna Candrenilor,0.46065,0.46065,1.5355,1.5355,6.142,0.3071,0.46065,1.5355,
148293,Dornesti,0.726,0.726,2.42,2.42,9.68,0.484,0.726,2.42,
148328,Dragoiesti,0.38955,0.38955,1.2985,1.2985,5.194,0.2597,0.38955,1.2985,
148382,Draguseni,0.3942,0.3942,1.314,1.314,5.256,0.2628,0.3942,1.314,
148426,Dumbraveni,1.4487,1.4487,4.829,4.829,19.316,0.9658,1.4487,4.829,
148453,Fantanele,0.71535,0.71535,2.3845,2.3845,9.538,0.4769,0.71535,2.3845,
148514,Forasti,0.7053,0.7053,2.351,2.351,9.404,0.4702,0.7053,2.351,
148612,Oras Frasin,0.99525,0.99525,3.3175,3.3175,13.27,0.6635,0.99525,3.3175,
148667,Fratautii Noi,0.88275,0.88275,2.9425,2.9425,11.77,0.5885,0.88275,2.9425,
148694,Fratautii Vechi,0.7983,0.7983,2.661,2.661,10.644,0.5322,0.7983,2.661,
148729,Frumosu,0.5244,0.5244,1.748,1.748,6.992,0.3496,0.5244,1.748,
148765,Fundu Moldovei,0.6075,0.6075,2.025,2.025,8.1,0.405,0.6075,2.025,
148872,Galanesti,0.42765,0.42765,1.4255,1.4255,5.702,0.2851,0.42765,1.4255,
148916,Gramesti,0.4488,0.4488,1.496,1.496,5.984,0.2992,0.4488,1.496,
148970,Granicesti,0.84645,0.84645,2.8215,2.8215,11.286,0.5643,0.84645,2.8215,
149049,Horodniceni,0.5529,0.5529,1.843,1.843,7.372,0.3686,0.5529,1.843,
149101,Horodnic De Jos,0.3687,0.3687,1.229,1.229,4.916,0.2458,0.3687,1.229,
149138,Iacobeni,0.32295,0.32295,1.0765,1.0765,4.306,0.2153,0.32295,1.0765,
149183,Izvoarele Sucevei,0.33525,0.33525,1.1175,1.1175,4.47,0.2235,0.33525,1.1175,
149227,Oras Liteni,1.55385,1.55385,5.1795,5.1795,20.718,1.0359,1.55385,5.1795,
149290,Marginea,1.65915,1.65915,5.5305,5.5305,22.122,1.1061,1.65915,5.5305,
149316,Malini,1.1763,1.1763,3.921,3.921,15.684,0.7842,1.1763,3.921,
149370,Manastirea Humorului,0.5598,0.5598,1.866,1.866,7.464,0.3732,0.5598,1.866,
149414,Moara,0.8319,0.8319,2.773,2.773,11.092,0.5546,0.8319,2.773,
149502,Moldova-Sulita,0.31125,0.31125,1.0375,1.0375,4.15,0.2075,0.31125,1.0375,
149539,Moldovita,0.78915,0.78915,2.6305,2.6305,10.522,0.5261,0.78915,2.6305,
149584,Musenita,0.2838,0.2838,0.946,0.946,3.784,0.1892,0.2838,0.946,
149655,Ostra,0.4764,0.4764,1.588,1.588,6.352,0.3176,0.4764,1.588,
149682,Panaci,0.3441,0.3441,1.147,1.147,4.588,0.2294,0.3441,1.147,
149753,Paltinoasa,0.90285,0.90285,3.0095,3.0095,12.038,0.6019,0.90285,3.0095,
149780,Partestii De Jos,0.41955,0.41955,1.3985,1.3985,5.594,0.2797,0.41955,1.3985,
149833,Patrauti,0.80715,0.80715,2.6905,2.6905,10.762,0.5381,0.80715,2.6905,
149851,Poiana Stampei,0.34605,0.34605,1.1535,1.1535,4.614,0.2307,0.34605,1.1535,
149931,Pojorata,0.45105,0.45105,1.5035,1.5035,6.014,0.3007,0.45105,1.5035,
149968,Preutesti,1.06695,1.06695,3.5565,3.5565,14.226,0.7113,1.06695,3.5565,
150043,Putna,0.58365,0.58365,1.9455,1.9455,7.782,0.3891,0.58365,1.9455,
150070,Radaseni,0.63435,0.63435,2.1145,2.1145,8.458,0.4229,0.63435,2.1145,
150114,Rasca,0.7752,0.7752,2.584,2.584,10.336,0.5168,0.7752,2.584,
150178,Sadova,0.3762,0.3762,1.254,1.254,5.016,0.2508,0.3762,1.254,
150196,Satu Mare,0.6921,0.6921,2.307,2.307,9.228,0.4614,0.6921,2.307,
150221,Siminicea,0.44625,0.44625,1.4875,1.4875,5.95,0.2975,0.44625,1.4875,
150258,Slatina,0.84015,0.84015,2.8005,2.8005,11.202,0.5601,0.84015,2.8005,
150294,Straja,0.8871,0.8871,2.957,2.957,11.828,0.5914,0.8871,2.957,
150310,Stroiesti,0.5034,0.5034,1.678,1.678,6.712,0.3356,0.5034,1.678,
150356,Stulpicani,0.9144,0.9144,3.048,3.048,12.192,0.6096,0.9144,3.048,
150418,Sucevita,0.47595,0.47595,1.5865,1.5865,6.346,0.3173,0.47595,1.5865,
150445,Saru Dornei,0.636,0.636,2.12,2.12,8.48,0.424,0.636,2.12,
150524,Todiresti,0.8055,0.8055,2.685,2.685,10.74,0.537,0.8055,2.685,
150588,Udesti,1.1955,1.1955,3.985,3.985,15.94,0.797,1.1955,3.985,
150702,Ulma,0.3423,0.3423,1.141,1.141,4.564,0.2282,0.3423,1.141,
150766,Vadu Moldovei,0.6846,0.6846,2.282,2.282,9.128,0.4564,0.6846,2.282,
150891,Valea Moldovei,0.6687,0.6687,2.229,2.229,8.916,0.4458,0.6687,2.229,
150935,Vama,0.92835,0.92835,3.0945,3.0945,12.378,0.6189,0.92835,3.0945,
150980,Vatra Moldovitei,0.66915,0.66915,2.2305,2.2305,8.922,0.4461,0.66915,2.2305,
151022,Veresti,1.1142,1.1142,3.714,3.714,14.856,0.7428,1.1142,3.714,
151077,Vicovu De Jos,0.9783,0.9783,3.261,3.261,13.044,0.6522,0.9783,3.261,
151095,Oras Vicovu De Sus,2.4264,2.4264,8.088,8.088,32.352,1.6176,2.4264,8.088,
151120,Volovat,0.85665,0.85665,2.8555,2.8555,11.422,0.5711,0.85665,2.8555,
151157,Vulturesti,0.53955,0.53955,1.7985,1.7985,7.194,0.3597,0.53955,1.7985,
151246,Zamostea,0.46665,0.46665,1.5555,1.5555,6.222,0.3111,0.46665,1.5555,
151344,Zvoristea,0.9195,0.9195,3.065,3.065,12.26,0.613,0.9195,3.065,
151433,Comanesti,0.35655,0.35655,1.1885,1.1885,4.754,0.2377,0.35655,1.1885,
151442,Iaslovat,0.663,0.663,2.21,2.21,8.84,0.442,0.663,2.21,
151451,Ciocanesti,0.2172,0.2172,0.724,0.724,2.896,0.1448,0.2172,0.724,
151460,Serbauti,0.4908,0.4908,1.636,1.636,6.544,0.3272,0.4908,1.636,
151479,Horodnic De Sus,0.78705,0.78705,2.6235,2.6235,10.494,0.5247,0.78705,2.6235,
151488,Fantana Mare,0.39135,0.39135,1.3045,1.3045,5.218,0.2609,0.39135,1.3045,
151497,Cosna,0.2253,0.2253,0.751,0.751,3.004,0.1502,0.2253,0.751,
151503,Capu Campului,0.37335,0.37335,1.2445,1.2445,4.978,0.2489,0.37335,1.2445,
151512,Hantesti,0.59505,0.59505,1.9835,1.9835,7.934,0.3967,0.59505,1.9835,
151521,Burla,0.35385,0.35385,1.1795,1.1795,4.718,0.2359,0.35385,1.1795,
151530,Balaceana,0.2313,0.2313,0.771,0.771,3.084,0.1542,0.2313,0.771,
151549,Hartop,0.39135,0.39135,1.3045,1.3045,5.218,0.2609,0.39135,1.3045,
151558,Voitinel,0.73905,0.73905,2.4635,2.4635,9.854,0.4927,0.73905,2.4635,
151567,Ciprian Porumbescu,0.3252,0.3252,1.084,1.084,4.336,0.2168,0.3252,1.084,
151576,Berchisesti,0.44265,0.44265,1.4755,1.4755,5.902,0.2951,0.44265,1.4755,
151585,Poieni-Solca,0.3198,0.3198,1.066,1.066,4.264,0.2132,0.3198,1.066,
151683,Municipiul Turnu Magurele,4.5021,4.5021,15.007,15.007,60.028,3.0014,4.5021,15.007,
151709,Ciuperceni,0.2325,0.2325,0.775,0.775,3.1,0.155,0.2325,0.775,
151736,Islaz,0.7944,0.7944,2.648,2.648,10.592,0.5296,0.7944,2.648,
151763,Lita,0.39195,0.39195,1.3065,1.3065,5.226,0.2613,0.39195,1.3065,
151790,Municipiul Alexandria,7.82025,7.82025,26.0675,26.0675,104.27,5.2135,7.82025,26.0675,
151816,Nanov,0.5364,0.5364,1.788,1.788,7.152,0.3576,0.5364,1.788,
151834,Poroschia,0.6807,0.6807,2.269,2.269,9.076,0.4538,0.6807,2.269,
151870,Municipiul Rosiori De Vede,4.89555,4.89555,16.3185,16.3185,65.274,3.2637,4.89555,16.3185,
151905,Oras Videle,1.76475,1.76475,5.8825,5.8825,23.53,1.1765,1.76475,5.8825,
151932,Crevenicu,0.22035,0.22035,0.7345,0.7345,2.938,0.1469,0.22035,0.7345,
151978,Oras Zimnicea,2.31675,2.31675,7.7225,7.7225,30.89,1.5445,2.31675,7.7225,
151996,Balaci,0.25485,0.25485,0.8495,0.8495,3.398,0.1699,0.25485,0.8495,
152038,Babaita,0.4443,0.4443,1.481,1.481,5.924,0.2962,0.4443,1.481,
152083,Blejesti,0.5763,0.5763,1.921,1.921,7.684,0.3842,0.5763,1.921,
152127,Bogdana,0.33225,0.33225,1.1075,1.1075,4.43,0.2215,0.33225,1.1075,
152172,Botoroaga,0.76515,0.76515,2.5505,2.5505,10.202,0.5101,0.76515,2.5505,
152234,Bragadiru,0.57735,0.57735,1.9245,1.9245,7.698,0.3849,0.57735,1.9245,
152252,Branceni,0.41625,0.41625,1.3875,1.3875,5.55,0.2775,0.41625,1.3875,
152270,Bujoreni,0.1521,0.1521,0.507,0.507,2.028,0.1014,0.1521,0.507,
152314,Bujoru,0.2931,0.2931,0.977,0.977,3.908,0.1954,0.2931,0.977,
152332,Buzescu,0.6597,0.6597,2.199,2.199,8.796,0.4398,0.6597,2.199,
152350,Calinesti,0.47265,0.47265,1.5755,1.5755,6.302,0.3151,0.47265,1.5755,
152412,Calmatuiu,0.2838,0.2838,0.946,0.946,3.784,0.1892,0.2838,0.946,
152467,Calmatuiu De Sus,0.32745,0.32745,1.0915,1.0915,4.366,0.2183,0.32745,1.0915,
152500,Cervenia,0.44085,0.44085,1.4695,1.4695,5.878,0.2939,0.44085,1.4695,
152528,Ciolanesti,0.4098,0.4098,1.366,1.366,5.464,0.2732,0.4098,1.366,
152564,Contesti,0.48255,0.48255,1.6085,1.6085,6.434,0.3217,0.48255,1.6085,
152582,Cosmesti,0.3885,0.3885,1.295,1.295,5.18,0.259,0.3885,1.295,
152617,Crangeni,0.4212,0.4212,1.404,1.404,5.616,0.2808,0.4212,1.404,
152662,Crangu,0.2187,0.2187,0.729,0.729,2.916,0.1458,0.2187,0.729,
152724,Didesti,0.18195,0.18195,0.6065,0.6065,2.426,0.1213,0.18195,0.6065,
152760,Dobrotesti,0.6666,0.6666,2.222,2.222,8.888,0.4444,0.6666,2.222,
152797,Dracsenei,0.2661,0.2661,0.887,0.887,3.548,0.1774,0.2661,0.887,
152868,Draganesti De Vede,0.31965,0.31965,1.0655,1.0655,4.262,0.2131,0.31965,1.0655,
152902,Draganesti-Vlasca,0.6261,0.6261,2.087,2.087,8.348,0.4174,0.6261,2.087,
152948,Furculesti,0.5094,0.5094,1.698,1.698,6.792,0.3396,0.5094,1.698,
152993,Frumoasa,0.2994,0.2994,0.998,0.998,3.992,0.1996,0.2994,0.998,
153026,Galateni,0.4056,0.4056,1.352,1.352,5.408,0.2704,0.4056,1.352,
153062,Gratia,0.40095,0.40095,1.3365,1.3365,5.346,0.2673,0.40095,1.3365,
153106,Izvoarele,0.36615,0.36615,1.2205,1.2205,4.882,0.2441,0.36615,1.2205,
153124,Lisa,0.34095,0.34095,1.1365,1.1365,4.546,0.2273,0.34095,1.1365,
153151,Lunca,0.5211,0.5211,1.737,1.737,6.948,0.3474,0.5211,1.737,
153204,Mavrodin,0.36615,0.36615,1.2205,1.2205,4.882,0.2441,0.36615,1.2205,
153240,Magura,0.4029,0.4029,1.343,1.343,5.372,0.2686,0.4029,1.343,
153277,Maldaeni,0.63285,0.63285,2.1095,2.1095,8.438,0.4219,0.63285,2.1095,
153295,Mereni,0.42885,0.42885,1.4295,1.4295,5.718,0.2859,0.42885,1.4295,
153339,Marzanesti,0.5562,0.5562,1.854,1.854,7.416,0.3708,0.5562,1.854,
153384,Mosteni,0.2229,0.2229,0.743,0.743,2.972,0.1486,0.2229,0.743,
153400,Nasturelu,0.3981,0.3981,1.327,1.327,5.308,0.2654,0.3981,1.327,
153437,Necsesti,0.16695,0.16695,0.5565,0.5565,2.226,0.1113,0.16695,0.5565,
153473,Olteni,0.47565,0.47565,1.5855,1.5855,6.342,0.3171,0.47565,1.5855,
153507,Orbeasca,1.1256,1.1256,3.752,3.752,15.008,0.7504,1.1256,3.752,
153543,Peretu,1.0689,1.0689,3.563,3.563,14.252,0.7126,1.0689,3.563,
153561,Piatra,0.46905,0.46905,1.5635,1.5635,6.254,0.3127,0.46905,1.5635,
153589,Pietrosani,0.41655,0.41655,1.3885,1.3885,5.554,0.2777,0.41655,1.3885,
153605,Plosca,0.8619,0.8619,2.873,2.873,11.492,0.5746,0.8619,2.873,
153623,Plopii-Slavitesti,0.3732,0.3732,1.244,1.244,4.976,0.2488,0.3732,1.244,
153696,Poeni,0.44205,0.44205,1.4735,1.4735,5.894,0.2947,0.44205,1.4735,
153776,Vitanesti,0.4206,0.4206,1.402,1.402,5.608,0.2804,0.4206,1.402,
153829,Putineiu,0.31365,0.31365,1.0455,1.0455,4.182,0.2091,0.31365,1.0455,
153865,Radoiesti,0.3063,0.3063,1.021,1.021,4.084,0.2042,0.3063,1.021,
153909,Rasmiresti,0.12645,0.12645,0.4215,0.4215,1.686,0.0843,0.12645,0.4215,
153936,Salcia,0.40035,0.40035,1.3345,1.3345,5.338,0.2669,0.40035,1.3345,
153972,Saceni,0.1851,0.1851,0.617,0.617,2.468,0.1234,0.1851,0.617,
154013,Scrioastea,0.58185,0.58185,1.9395,1.9395,7.758,0.3879,0.58185,1.9395,
154068,Scurtu Mare,0.24825,0.24825,0.8275,0.8275,3.31,0.1655,0.24825,0.8275,
154139,Seaca,0.35745,0.35745,1.1915,1.1915,4.766,0.2383,0.35745,1.1915,
154166,Sfintesti,0.1746,0.1746,0.582,0.582,2.328,0.1164,0.1746,0.582,
154184,Segarcea-Vale,0.4566,0.4566,1.522,1.522,6.088,0.3044,0.4566,1.522,
154228,Silistea,0.35025,0.35025,1.1675,1.1675,4.67,0.2335,0.35025,1.1675,
154282,Silistea-Gumesti,0.37305,0.37305,1.2435,1.2435,4.974,0.2487,0.37305,1.2435,
154308,Sarbeni,0.2133,0.2133,0.711,0.711,2.844,0.1422,0.2133,0.711,
154344,Slobozia Mandra,0.25095,0.25095,0.8365,0.8365,3.346,0.1673,0.25095,0.8365,
154380,Smardioasa,0.36405,0.36405,1.2135,1.2135,4.854,0.2427,0.36405,1.2135,
154415,Stejaru,0.2688,0.2688,0.896,0.896,3.584,0.1792,0.2688,0.896,
154460,Suhaia,0.3336,0.3336,1.112,1.112,4.448,0.2224,0.3336,1.112,
154497,Storobaneasa,0.47205,0.47205,1.5735,1.5735,6.294,0.3147,0.47205,1.5735,
154521,Talpa,0.2805,0.2805,0.935,0.935,3.74,0.187,0.2805,0.935,
154585,Tatarastii De Jos,0.51915,0.51915,1.7305,1.7305,6.922,0.3461,0.51915,1.7305,
154665,Tatarastii De Sus,0.4563,0.4563,1.521,1.521,6.084,0.3042,0.4563,1.521,
154709,Toporu,0.2886,0.2886,0.962,0.962,3.848,0.1924,0.2886,0.962,
154736,Traian,0.2736,0.2736,0.912,0.912,3.648,0.1824,0.2736,0.912,
154754,Trivalea-Mosteni,0.3993,0.3993,1.331,1.331,5.324,0.2662,0.3993,1.331,
154790,Troianul,0.4329,0.4329,1.443,1.443,5.772,0.2886,0.4329,1.443,
154834,Tiganesti,0.75165,0.75165,2.5055,2.5055,10.022,0.5011,0.75165,2.5055,
154852,Vedea,0.4356,0.4356,1.452,1.452,5.808,0.2904,0.4356,1.452,
154914,Viisoara,0.2538,0.2538,0.846,0.846,3.384,0.1692,0.2538,0.846,
154932,Vartoape,0.4128,0.4128,1.376,1.376,5.504,0.2752,0.4128,1.376,
154978,Zambreasca,0.2115,0.2115,0.705,0.705,2.82,0.141,0.2115,0.705,
154996,Nenciulesti,0.3555,0.3555,1.185,1.185,4.74,0.237,0.3555,1.185,
155083,Beciu,0.2445,0.2445,0.815,0.815,3.26,0.163,0.2445,0.815,
155092,Beuca,0.1986,0.1986,0.662,0.662,2.648,0.1324,0.1986,0.662,
155109,Dracea,0.24345,0.24345,0.8115,0.8115,3.246,0.1623,0.24345,0.8115,
155118,Fantanele,0.2367,0.2367,0.789,0.789,3.156,0.1578,0.2367,0.789,
155127,Frasinet,0.3666,0.3666,1.222,1.222,4.888,0.2444,0.3666,1.222,
155136,Purani,0.22095,0.22095,0.7365,0.7365,2.946,0.1473,0.22095,0.7365,
155145,Saelele,0.3396,0.3396,1.132,1.132,4.528,0.2264,0.3396,1.132,
155154,Uda-Clocociov,0.23595,0.23595,0.7865,0.7865,3.146,0.1573,0.23595,0.7865,
155243,Municipiul Timisoara,49.9815,49.9815,166.605,166.605,666.42,33.321,49.9815,166.605,
155261,Dumbravita,1.25745,1.25745,4.1915,4.1915,16.766,0.8383,1.25745,4.1915,
155289,Ghiroda,1.0038,1.0038,3.346,3.346,13.384,0.6692,1.0038,3.346,
155314,Giroc,1.6722,1.6722,5.574,5.574,22.296,1.1148,1.6722,5.574,
155350,Municipiul Lugoj,7.16055,7.16055,23.8685,23.8685,95.474,4.7737,7.16055,23.8685,
155403,Oras Buzias,1.2558,1.2558,4.186,4.186,16.744,0.8372,1.2558,4.186,
155458,Oras Deta,1.1463,1.1463,3.821,3.821,15.284,0.7642,1.1463,3.821,
155494,Oras Jimbolia,2.0433,2.0433,6.811,6.811,27.244,1.3622,2.0433,6.811,
155528,Oras Sannicolau Mare,2.20455,2.20455,7.3485,7.3485,29.394,1.4697,2.20455,7.3485,
155546,Balint,0.24015,0.24015,0.8005,0.8005,3.202,0.1601,0.24015,0.8005,
155591,Banloc,0.4596,0.4596,1.532,1.532,6.128,0.3064,0.4596,1.532,
155662,Bara,0.04845,0.04845,0.1615,0.1615,0.646,0.0323,0.04845,0.1615,
155724,Beba Veche,0.23895,0.23895,0.7965,0.7965,3.186,0.1593,0.23895,0.7965,
